en,fr
"And the first project is something we did a couple of years ago in Zaragoza, Spain.","Et le premier projet est ce que nous avons fait il y a quelques années à Saragosse, en Espagne."
"It started with a question by the mayor of the city, who came to us saying that Spain and Southern Europe have a beautiful tradition of using water in public space, in architecture.","Ça a commencé par une question posée par le maire de la ville, qui est venu nous dire que l'Espagne et l'Europe du Sud ont une belle tradition de l'utilisation de l'eau dans l'espace public, dans l'architecture."
"And the question was: How could technology, new technology, be added to that?","Et la question était : comment la technologie pourrait, les nouvelles technologies, y être ajoutée ?"
"And one of the ideas that was developed at MIT in a workshop was, imagine this pipe, and you've got valves, solenoid valves, taps, opening and closing.","Et l'une des idées qui a été développée au MIT dans un atelier a été, imaginez ce tuyau, et vous avez des vannes, des électrovannes, des robinets, qui s'ouvrent et qui se ferment."
You create like a water curtain with pixels made of water.,Vous pouvez créer comme un rideau d'eau avec des pixels en eau.
"If those pixels fall, you can write on it, you can show patterns, images, text.","Si ces pixels tombent, vous pouvez écrire sur eux, vous pouvez montrer des motifs, des images, du texte."
"And even you can approach it, and it will open up to let you jump through, as you see in this image.","Et vous pouvez même approcher ce dispositif, et il va s'ouvrir pour vous permettre de passer à travers, comme vous le voyez dans cette image."
"Well, we presented this to Mayor Belloch.","Eh bien, nous l'avons présenté au maire Belloch."
He liked it very much.,Il a beaucoup aimé.
And we got a commission to design a building at the entrance of the expo.,Et nous avons été commissionnés pour concevoir un bâtiment à l'entrée de l'expo.
We called it Digital Water Pavilion.,Nous l'avons appelé Pavillon de l'Eau Numérique.
The whole building is made of water.,L'ensemble du bâtiment est composé d'eau.
"There's no doors or windows, but when you approach it, it will open up to let you in. (Music) The roof also is covered with water.","Il n'y a pas de portes ou fenêtres, mais quand vous vous approchez, il s'ouvre pour vous laisser entrer (Musique) Le toit est également recouvert d'eau."
"And if there's a bit of wind, if you want to minimize splashing, you can actually lower the roof.","Et si il y a un peu de vent, si vous voulez minimiser les éclaboussures, vous pouvez en fait abaisser le toit."
"Or you could close the building, and the whole architecture will disappear, like in this case.","Ou vous pouvez fermer le bâtiment, et toute l'architecture va disparaître, comme dans ce cas."
"You know, these days, you always get images during the winter, when they take the roof down, of people who have been there and said, ""They demolished the building."" No, they didn't demolish it, just when it goes down, the architecture almost disappears.","Vous savez, ces jours-ci, vous obtenez toujours des images pendant l'hiver quand ils baissent le toit des personnes qui y sont allés et ont dit : ""Ils ont démoli le bâtiment."" Non, ils ne l'ont pas démoli, seulement au moment où il descend, l'architecture disparaît presque."
Here's the building working.,Voici le bâtiment en fonction.
You see the person puzzled about what was going on inside.,Vous voyez la personne perplexe quant à ce qui se passait à l'intérieur.
"And here was myself trying not to get wet, testing the sensors that open the water.","Et me voici essayant de ne pas me mouiller, en testant les capteurs qui ouvrent l'eau."
"Well, I should tell you now what happened one night when all of the sensors stopped working.","Eh bien, je dois vous dire maintenant ce qui s'est passé une nuit lorsque tous les capteurs ont cessé de fonctionner."
"But actually that night, it was even more fun.","Mais en fait cette nuit-là, ça a été encore plus amusant."
"All the kids from Zaragoza came to the building, because the way of engaging with the building became something different.","Tous les enfants de Saragosse sont venus au bâtiment, parce que la façon de s'engager avec le bâtiment était devenue quelque chose de différent."
"Not anymore a building that would open up to let you in, but a building that would still make cuts and holes through the water, and you had to jump without getting wet.","Ce n'était plus un bâtiment qui s'ouvrait pour vous laisser entrer, mais un bâtiment qui faisait quand même des coupes et des trous dans l'eau, et vous deviez sauter sans vous mouiller."
(Video) (Crowd Noise),(Vidéo) (bruit de la foule)
"And that was, for us, was very interesting, because, as architects, as engineers, as designers, we always think about how people will use the things we design.","Et ça, pour nous, c'était très intéressant, car en tant qu'architectes, ingénieurs, designers, nous pensons toujours à la façon dont le gens utiliseront les choses que nous concevons."
But then reality's always unpredictable.,Mais ensuite la réalité est toujours imprévisible.
And that's the beauty of doing things that are used and interact with people.,Et c'est ce qui est beau dans le fait de faire des choses qui sont utilisées et qui interagissent avec les gens.
"Here is an image then of the building with the physical pixels, the pixels made of water, and then projections on them.","Voici une image du bâtiment à l'époque avec les pixels physiques, les pixels constitués d'eau, et puis des projections dessus."
And this is what led us to think about the following project I'll show you now.,Et c'est ce qui nous a amenés à réfléchir au projet suivant que je vais vous montrer maintenant.
"That's, imagine those pixels could actually start flying.","C'est, imaginez si ces pixels pouvaient en fait se mettre à voler."
"Imagine you could have small helicopters that move in the air, and then each of them with a small pixel in changing lights — almost as a cloud that can move in space. Here is the video.","Imaginez si vous pouviez avoir de petits hélicoptères qui se déplacent dans l'air, et puis chacun d'eux avec un petit pixel dans des lumières qui changent — presque comme un nuage qui peut se déplacer dans l'espace. Voici la vidéo."
